Date,RegionName,ZHVIPerSqft_AllHomes
1998-08-31,24039,52.95125198364258
1998-09-30,24039,53.519134521484375
1998-10-31,24039,53.519134521484375
1998-11-30,24039,52.844993591308594
1998-12-31,24039,51.09264373779297
1999-01-31,24039,49.717193603515625
1999-02-28,24039,48.61201858520508
1999-03-31,24039,47.06526184082031
1999-04-30,24039,46.11088562011719
1999-05-31,24039,45.85777282714844
1999-06-30,24039,45.154640197753906
1999-07-31,24039,44.707218170166016
1999-08-31,24039,44.94401931762695
1999-09-30,24039,45.644622802734375
1999-10-31,24039,46.36894989013672
1999-11-30,24039,46.84809112548828
1999-12-31,24039,47.38983154296875
2000-01-31,24039,48.972747802734375
2000-02-29,24039,50.328617095947266
2000-03-31,24039,51.18375778198242
2000-04-30,24039,52.05824661254883
2000-05-31,24039,53.63175582885742
2000-06-30,24039,55.732364654541016
2000-07-31,24039,55.9632453918457
2000-08-31,24039,55.37431716918945
2000-09-30,24039,55.37431716918945
2000-10-31,24039,55.37431716918945
2000-11-30,24039,55.37431716918945
2000-12-31,24039,55.37431716918945
2001-01-31,24039,55.0196533203125
2001-02-28,24039,54.43865203857422
2001-03-31,24039,54.09163284301758
2001-04-30,24039,53.519134521484375
2001-05-31,24039,53.519134521484375
2001-06-30,24039,53.519134521484375
2001-07-31,24039,53.86188888549805
2001-08-31,24039,54.43865203857422
2001-09-30,24039,54.09163284301758
2001-10-31,24039,53.519134521484375
2001-11-30,24039,53.86188888549805
2001-12-31,24039,54.789241790771484
2002-01-31,24039,55.732364654541016
2002-02-28,24039,57.0584602355957
2002-03-31,24039,59.027076721191406
2002-04-30,24039,60.2601432800293
2002-05-31,24039,59.87329864501953
2002-06-30,24039,59.25872039794922
2002-07-31,24039,59.25872039794922
2002-08-31,24039,60.02884292602539
2002-09-30,24039,61.2716064453125
2002-10-31,24039,60.87958526611328
2002-11-30,24039,59.48895263671875
2002-12-31,24039,58.26838684082031
2003-01-31,24039,58.26838684082031
2003-02-28,24039,57.8931770324707
2003-03-31,24039,56.92142105102539
2003-04-30,24039,56.690269470214844
2003-05-31,24039,58.036598205566406
2003-06-30,24039,59.642547607421875
2003-07-31,24039,60.2601432800293
2003-08-31,24039,59.87329864501953
2003-09-30,24039,60.02884292602539
2003-10-31,24039,62.062068939208984
2003-11-30,24039,63.72333526611328
2003-12-31,24039,64.35575866699219
2004-01-31,24039,64.76234436035156
2004-02-29,24039,65.80683135986328
2004-03-31,24039,66.85578918457031
2004-04-30,24039,67.90824127197266
2004-05-31,24039,68.54581451416016
2004-06-30,24039,68.96324157714844
2004-07-31,24039,70.01988220214844
2004-08-31,24039,71.498291015625
2004-09-30,24039,73.61345672607422
2004-10-31,24039,75.29782104492188
2004-11-30,24039,76.76960754394531
2004-12-31,24039,79.27574157714844
2005-01-31,24039,81.94277954101562
2005-02-28,24039,83.96953582763672
2005-03-31,24039,85.55604553222656
2005-04-30,24039,86.5452880859375
2005-05-31,24039,87.52655029296875
2005-06-30,24039,88.09371948242188
2005-07-31,24039,88.90452575683594
2005-08-31,24039,90.42047119140625
2005-09-30,24039,91.36798095703125
2005-10-31,24039,92.70220947265625
2005-11-30,24039,94.15769958496094
2005-12-31,24039,95.06986999511719
2006-01-31,24039,95.58648681640625
2006-02-28,24039,95.58648681640625
2006-03-31,24039,95.19876861572266
2006-04-30,24039,94.68072509765625
2006-05-31,24039,95.06986999511719
2006-06-30,24039,95.58648681640625
2006-07-31,24039,95.58648681640625
2006-08-31,24039,95.19876861572266
2006-09-30,24039,94.68072509765625
2006-10-31,24039,94.29047393798828
2006-11-30,24039,93.76605224609375
2006-12-31,24039,94.15769958496094
2007-01-31,24039,94.68072509765625
2007-02-28,24039,94.68072509765625
2007-03-31,24039,94.68072509765625
2007-04-30,24039,94.68072509765625
2007-05-31,24039,94.68072509765625
2007-06-30,24039,94.68072509765625
2007-07-31,24039,95.06986999511719
2007-08-31,24039,95.58648681640625
2007-09-30,24039,95.58648681640625
2007-10-31,24039,95.97312927246094
2007-11-30,24039,96.86750793457031
2007-12-31,24039,97.75303649902344
2008-01-31,24039,98.62974548339844
2008-02-29,24039,99.12115478515625
2008-03-31,24039,99.12115478515625
2008-04-30,24039,98.74351501464844
2008-05-31,24039,98.25067138671875
2008-06-30,24039,97.8705062866211
2008-07-31,24039,96.98875427246094
2008-08-31,24039,96.48339080810547
2008-09-30,24039,96.09817504882812
2008-10-31,24039,95.19876861572266
2008-11-30,24039,94.68072509765625
2008-12-31,24039,95.06986999511719
2009-01-31,24039,95.58648681640625
2009-02-28,24039,95.19876861572266
2009-03-31,24039,94.29047393798828
2009-04-30,24039,93.76605224609375
2009-05-31,24039,93.76605224609375
2009-06-30,24039,93.76605224609375
2009-07-31,24039,93.37332153320312
2009-08-31,24039,92.44731140136719
2009-09-30,24039,91.51248931884766
2009-10-31,24039,90.56892395019531
2009-11-30,24039,88.40325927734375
2009-12-31,24039,83.23906707763672
2010-01-31,24039,77.78263854980469
2010-02-28,24039,76.34696197509766
2010-03-31,24039,76.96984100341797
2010-04-30,24039,76.96984100341797
2010-05-31,24039,76.96984100341797
2010-06-30,24039,76.54705810546875
2010-07-31,24039,75.92407989501953
2010-08-31,24039,75.92407989501953
2010-09-30,24039,75.92407989501953
2010-10-31,24039,75.92407989501953
2010-11-30,24039,75.92407989501953
2010-12-31,24039,76.34696197509766
2011-01-31,24039,76.54705810546875
2011-02-28,24039,75.50102233886719
2011-03-31,24039,74.45175170898438
2011-04-30,24039,73.82270812988281
2011-05-31,24039,73.39991760253906
