Date,FIPS,ZHVIPerSqft_AllHomes,StateName,StateCode
2017-12-31,25001,271.0,Massachusetts,MA
2017-12-31,25003,137.0,Massachusetts,MA
2017-12-31,25005,200.0,Massachusetts,MA
2017-12-31,25007,476.0,Massachusetts,MA
2017-12-31,25009,247.0,Massachusetts,MA
2017-12-31,25011,136.0,Massachusetts,MA
2017-12-31,25013,146.0,Massachusetts,MA
2017-12-31,25015,171.0,Massachusetts,MA
2017-12-31,25017,308.0,Massachusetts,MA
2017-12-31,25019,794.0,Massachusetts,MA
2017-12-31,25021,291.0,Massachusetts,MA
2017-12-31,25023,229.0,Massachusetts,MA
2017-12-31,25025,469.0,Massachusetts,MA
2017-12-31,25027,175.0,Massachusetts,MA
