Date,RegionName,ZHVIPerSqft_AllHomes
1996-04-30,48399,25.42486572265625
1996-05-31,48399,25.649106979370117
1996-06-30,48399,25.185802459716797
1996-07-31,48399,25.185802459716797
1996-08-31,48399,25.185802459716797
1996-09-30,48399,24.957630157470703
1996-10-31,48399,24.739715576171875
1996-11-30,48399,25.42486572265625
1996-12-31,48399,26.16329574584961
1997-01-31,48399,26.66748046875
1997-02-28,48399,26.951915740966797
1997-03-31,48399,27.48181915283203
1997-04-30,48399,27.786958694458008
1997-05-31,48399,28.339860916137695
1997-06-30,48399,28.664047241210938
1997-07-31,48399,29.2369384765625
1997-08-31,48399,29.57832145690918
1997-09-30,48399,30.16797637939453
1997-10-31,48399,30.16797637939453
1997-11-30,48399,30.52456283569336
1997-12-31,48399,30.763439178466797
1998-01-31,48399,30.16797637939453
1998-02-28,48399,30.16797637939453
1998-03-31,48399,29.817893981933594
1998-04-30,48399,29.57832145690918
1998-05-31,48399,30.16797637939453
1998-06-30,48399,30.16797637939453
1998-07-31,48399,30.16797637939453
1998-08-31,48399,30.16797637939453
1998-09-30,48399,30.16797637939453
1998-10-31,48399,30.16797637939453
1998-11-30,48399,30.16797637939453
1998-12-31,48399,30.52456283569336
1999-01-31,48399,31.127620697021484
1999-02-28,48399,31.127620697021484
1999-03-31,48399,31.127620697021484
1999-04-30,48399,31.497337341308594
1999-05-31,48399,32.110389709472656
1999-06-30,48399,32.110389709472656
1999-07-31,48399,32.110389709472656
1999-08-31,48399,32.110389709472656
1999-09-30,48399,32.49114227294922
1999-10-31,48399,33.11082458496094
1999-11-30,48399,33.11082458496094
1999-12-31,48399,32.72474670410156
2000-01-31,48399,32.110389709472656
2000-02-29,48399,32.110389709472656
2000-03-31,48399,32.49114227294922
2000-04-30,48399,32.72474670410156
2000-05-31,48399,32.49114227294922
2000-06-30,48399,33.11082458496094
2000-07-31,48399,33.11082458496094
2000-08-31,48399,32.72474670410156
2000-09-30,48399,32.49114227294922
2000-10-31,48399,33.11082458496094
2000-11-30,48399,33.11082458496094
2000-12-31,48399,32.72474670410156
2001-01-31,48399,32.110389709472656
2001-02-28,48399,32.110389709472656
2001-03-31,48399,32.110389709472656
2001-04-30,48399,31.734214782714844
2001-05-31,48399,31.127620697021484
2001-06-30,48399,31.127620697021484
2001-07-31,48399,31.497337341308594
2001-08-31,48399,32.49114227294922
2001-09-30,48399,33.11082458496094
2001-10-31,48399,32.72474670410156
2001-11-30,48399,32.110389709472656
2001-12-31,48399,32.49114227294922
2002-01-31,48399,33.11082458496094
2002-02-28,48399,33.11082458496094
2002-03-31,48399,33.50053787231445
2002-04-30,48399,34.12359619140625
2002-05-31,48399,34.12359619140625
2002-06-30,48399,34.12359619140625
2002-07-31,48399,34.12359619140625
2002-08-31,48399,34.12359619140625
2002-09-30,48399,34.12359619140625
2002-10-31,48399,34.12359619140625
2002-11-30,48399,34.12359619140625
2002-12-31,48399,34.52027893066406
2003-01-31,48399,35.143653869628906
2003-02-28,48399,35.143653869628906
2003-03-31,48399,35.143653869628906
2003-04-30,48399,35.143653869628906
2003-05-31,48399,35.143653869628906
2003-06-30,48399,35.143653869628906
2003-07-31,48399,35.545440673828125
2003-08-31,48399,36.166297912597656
2003-09-30,48399,36.166297912597656
2003-10-31,48399,36.166297912597656
2003-11-30,48399,36.166297912597656
2003-12-31,48399,36.166297912597656
2004-01-31,48399,36.57146453857422
2004-02-29,48399,37.187278747558594
2004-03-31,48399,37.59426498413086
2004-04-30,48399,38.20280838012695
2004-05-31,48399,38.20280838012695
2004-06-30,48399,38.20280838012695
2004-07-31,48399,38.20280838012695
2004-08-31,48399,38.20280838012695
2004-09-30,48399,38.20280838012695
2004-10-31,48399,38.20280838012695
2004-11-30,48399,38.6102409362793
2004-12-31,48399,39.209617614746094
2005-01-31,48399,39.209617614746094
2005-02-28,48399,39.209617614746094
2005-03-31,48399,39.616310119628906
2005-04-30,48399,40.20494079589844
2005-05-31,48399,40.20494079589844
2005-06-30,48399,40.20494079589844
2005-07-31,48399,40.20494079589844
2005-08-31,48399,40.609901428222656
2005-09-30,48399,41.186527252197266
2005-10-31,48399,41.186527252197266
2005-11-30,48399,41.186527252197266
2005-12-31,48399,41.186527252197266
2006-01-31,48399,41.186527252197266
2006-02-28,48399,41.186527252197266
2006-03-31,48399,41.58892059326172
2006-04-30,48399,42.1525993347168
2006-05-31,48399,42.1525993347168
2006-06-30,48399,42.1525993347168
2006-07-31,48399,42.1525993347168
2006-08-31,48399,42.1525993347168
2006-09-30,48399,42.1525993347168
2006-10-31,48399,42.551761627197266
2006-11-30,48399,43.49722671508789
2006-12-31,48399,44.0332145690918
2007-01-31,48399,44.0332145690918
2007-02-28,48399,43.640174865722656
2007-03-31,48399,43.101810455322266
2007-04-30,48399,43.101810455322266
2007-05-31,48399,43.49722671508789
2007-06-30,48399,44.0332145690918
2007-07-31,48399,44.0332145690918
2007-08-31,48399,44.42450714111328
2007-09-30,48399,44.946224212646484
2007-10-31,48399,45.3331184387207
2007-11-30,48399,45.45634078979492
2007-12-31,48399,44.5574951171875
2008-01-31,48399,43.640174865722656
2008-02-29,48399,43.101810455322266
2008-03-31,48399,42.704769134521484
2008-04-30,48399,42.1525993347168
2008-05-31,48399,41.75199890136719
2008-06-30,48399,41.186527252197266
2008-07-31,48399,41.186527252197266
2008-08-31,48399,40.78294372558594
2008-09-30,48399,40.20494079589844
2008-10-31,48399,39.799102783203125
2008-11-30,48399,38.80242919921875
2008-12-31,48399,38.20280838012695
2009-01-31,48399,37.79536056518555
